Jogador;Equipa;Equipa dentro de um período de tempo seleccionado;Posição;Idade;Valor de mercado;Contrato termina;Partidas jogadas;Minutos jogados:;Golos;Golos esperados;Assistências;Assistências esperadas;Duelos/90;Duelos ganhos, %;Naturalidade;País de nacionalidade;Pé;Altura;Peso;Emprestado;Ações defensivas com êxito/90;Duelos defensivos/90;Duelos defensivos ganhos, %;Duelos aérios/90;Duelos aéreos ganhos, %;Cortes/90;Cortes de carrinho ajust. à posse;Remates intercetados/90;Interseções/90;Interceções ajust. à posse;Faltas/90;Cartões amarelos;Cartões amarelos/90;Cartões vermelhos;Cartões vermelhos/90;Acções atacantes com sucesso/90;Golos/90;Golos sem ser por penálti;Golos sem ser por penálti/90;Golos esperados/90;Golos de cabeça;Golos de cabeça/90;Remate;Remates/90;Remates à baliza, %;Golos marcados, %;Assistências/90;Cruzamentos/90;Cruzamentos certos, %;Cruzamentos do flanco esquerdo/90;Cruzamentos precisos do flanco esquerdo, %;Cruzamentos do flanco direito/90;Cruzamentos precisos do flanco direito, %;Cruzamentos para a área de baliza/90;Dribles/90;Dribles com sucesso, %;Duelos ofensivos/90;Duelos ofensivos ganhos, %;Toques na área/90;Corridas progressivas/90;Acelerações/90;Passes recebidos/90;Passes longos recebidos/90;Faltas sofridas/90;Passes/90;Passes certos, %;Passes para a frente/90;Passes para a frente certos, %;Passes para trás/90;Passes para trás certos, %;Passes laterais/90;Passes laterais certos, %;Passes curtos / médios /90;Passes curtos / médios precisos, %;Passes longos/90;Passes longos certos, %;Comprimento médio de passes, m;Comprimento médio de passes longos, m;Assistências esperadas/90;Assistências para remate/90;Segundas assistências/90;Terceiras assistências/90;Passes inteligentes/90;Passes inteligentes certos, %;Passes chave/90;Passes para terço final/90;Passes certos para terço final, %;Passes para a área de penálti/90;Passes precisos para a área de penálti, %;Passes em profundidade/90;Passes em profundidade certos, %;Receção de passes em profundidade/90;Cruzamentos em profundidade recebidos/90;Passes progressivos/90;Passes progressivos certos, %;Golos sofridos;Golos sofridos/90;Remates sofridos;Remates sofridos/90;Jogos sem sofrer golos;Defesas, %;Golos sofridos esperados ;Golos sofridos esperados/90;Golos expectáveis defendidos;Golos expectáveis defendidos por 90´;Passes para trás recebidos pelo guarda-redes/90;Saídas/90;Duelos aérios/90;Livres/90;Livres directos/90;Pontapés livres directos à baliza, %;Cantos/90;Penaltis marcados;Conversão de penaltis, %
Luan;Palmeiras;Palmeiras;LCB, RCB;29;3000000;2023-12-31;24;2132;0;0,95;2;1;11,31;60,45;Brazil;Brazil;direito;189;79;sim;8,11;4,47;61,32;3,17;57,33;0,46;0,65;0,84;4,9;6,86;1,01;4;0,17;0;0;0,42;0;0;0;0,04;0;0;6;0,25;0;0;0,08;0,17;25;0,04;100;0,13;0;0,04;0,38;77,78;1,27;63,33;0,68;0,89;0,04;30,39;0,63;0,68;43,44;86,3;17,01;73,45;2,45;100;21,53;95,1;36,52;92,72;6,75;53,13;25,56;39,88;0,04;0,21;0;0,08;0,17;50;0,08;7,43;69,32;1,1;34,62;1,22;44,83;0,42;0,04;8,27;76,02;0;;0;;0;0;0;0;;;2,15;;;0;0;0;0;0;0
João Victor;Benfica;Benfica;RCB;24;8000000;2027-06-30;23;2122;0;1,62;0;0,58;14,59;63,37;Brazil;Brazil;direito;187;80;sim;8,14;4,37;66,99;4,88;67,83;0,55;0,79;0,38;4,67;6,65;0,81;5;0,21;0;0;0,76;0;0;0;0,07;0;0;13;0,55;15,38;0;0;0;0;0;0;0;0;0;0,76;77,78;2,42;49,12;0,81;1,65;0,93;39,61;0,38;1,06;55,14;92,08;20,61;84,16;1,99;91,49;27,61;98,16;51,45;94,72;3,69;55,17;21,69;36,8;0,02;0,04;0,04;0;0,13;66,67;0;6,74;78,62;0,21;40;0,25;16,67;0,13;0;7,63;73,89;0;;0;;0;0;0;0;;;1,15;;;0;0;0;0;0;0
Maurício;Internacional;Internacional;AMF, RAMF, RW;21;2000000;2025-10-30;40;2107;3;6,01;4;3,6;14,99;40,74;Brazil;Brazil;esquerdo;175;70;sim;4,53;3,42;55;2,18;19,61;0,13;0,17;0,26;2,52;3,36;0,68;3;0,13;0;0;3,55;0,13;3;0,13;0,26;0;0;52;2,22;28,85;5,769;0,17;2,22;38,46;0,64;46,67;1,54;33,33;0,43;2,95;56,52;6,92;44,44;3,33;1,67;1,41;28,02;1,15;1,28;35,97;81,35;8,24;69,43;8,29;95,36;11,45;83,96;32,59;84,93;1,24;62,07;16,66;18,41;0,15;1,37;0,09;0;0,81;47,37;0,64;3,5;73,17;2,52;54,24;0,56;30,77;1,15;0,68;4,02;76,6;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0,47;0;0
Robson;Fortaleza;Fortaleza;CF;31;1500000;2023-12-31;35;2105;7;7,9;3;1,97;25,95;37,4;Brazil;Brazil;direito;179;76;sim;5,05;5,52;44,96;6,46;31,79;0,6;0,77;0,21;1,97;2,54;2,74;11;0,47;0;0;3,25;0,3;7;0,3;0,34;2;0,09;60;2,57;38,33;11,667;0,13;1,03;29,17;0,34;50;0,68;18,75;0,13;3,29;48,05;9,53;40,81;3,21;1,24;0,56;13,64;1,88;1,84;18,81;74,55;3,38;55,7;4,49;89,52;6,5;76,32;16,72;78,52;1,11;57,69;16,77;19,44;0,08;0,94;0,04;0;0,77;50;0,38;2,22;63,46;1,75;53,66;0,9;23,81;0,81;0,3;2,14;82;0;;0;;0;0;0;0;;;0,09;;;0,09;0,09;50;0;1;0
Chico;Juventude;Juventude;LW, CF, LCMF;31;600000;2022-12-31;35;2105;2;2,77;4;3,85;22,62;44,61;Brazil;Brazil, Korea Republic;direito;175;69;sim;7,78;7,74;50,83;2,99;30;0,77;0,99;0,17;3,08;3,98;2,1;2;0,09;1;0,04;2,91;0,09;0;0;0,12;0;0;32;1,37;46,88;6,25;0,17;2,27;32,08;1,07;20;1,15;44,44;0,26;3,12;43,84;8,81;45,63;0,6;1,45;0,94;23,05;0,94;2,86;32,45;80,76;10,3;72,61;5,39;94,44;11,5;84,39;26,98;87,64;3,29;55,84;19,49;30,1;0,16;1,54;0;0,04;0,43;40;0,47;5,43;74,8;2,82;45,45;0,73;41,18;0,56;0,73;6,54;80,39;0;;0;;0;0;0;0;;;0,09;;;1,67;0,21;40;3,08;2;100
C. de Pena;Internacional;Internacional;LCMF, LAMF;30;3500000;2024-12-31;26;2104;4;4,24;5;3,8;12,15;50;Uruguay;Uruguay, Italy;esquerdo;177;72;sim;7,7;4,11;61,46;2,1;46,94;0,56;0,7;0,17;4,62;5,82;0,86;6;0,26;0;0;2,52;0,17;2;0,09;0,18;0;0;47;2,01;34,04;8,511;0,21;2,57;30;2,48;31,03;0,09;0;0,56;1,2;67,86;3,42;48,75;1,41;2,01;0,77;36,06;1,8;0,77;47,87;79,62;15,87;69,54;8,77;93,17;16,55;83,98;40,68;85,8;4,62;52,78;19,18;30,22;0,16;1,63;0,13;0,04;0,68;37,5;0,26;9,24;72,22;3,34;43,59;1,15;37,04;0,68;0,77;9,07;81,13;0;;0;;0;0;0;0;;;0,21;;;1,45;0,26;16,67;2,74;3;66,667
Capixaba;Juventude;Juventude;LW, RW, LWB;25;700000;2022-12-31;35;2087;0;1,83;1;2,26;25,6;44,19;Brazil;Brazil;esquerdo;170;64;sim;8,65;7,98;53,11;1,35;23,33;1,08;1,35;0,14;3,34;4,16;1,53;6;0,26;0;0;4,87;0;0;0;0,08;0;0;27;1,22;25,93;0;0,05;2,93;41,54;1,89;33,33;1,04;56,52;0,32;5,9;54,96;13,02;43,6;1,31;2,52;1,76;12,98;1,08;2,25;19,29;72,43;6,17;57,66;4,46;94,95;4,82;71,96;14,56;82,35;1,98;43,18;18,62;18,17;0,1;0,99;0;0;0,36;25;0,41;1,71;55,26;2,48;50,91;0,5;45,45;0,36;1,26;4,01;65,17;0;;0;;0;0;0;0;;;0,09;;;0,23;0,05;0;0,63;0;0
Diego Costa;São Paulo;São Paulo;RCB, LCB;23;2500000;2024-12-31;24;2083;1;0,79;0;0,17;16,07;56,18;Brazil;Brazil;direito;184;73;sim;9,12;7,17;63,86;4,97;50,43;0,52;0,77;0,56;4,02;5,97;1,64;8;0,35;0;0;0,65;0,04;1;0,04;0,03;1;0,04;6;0,26;33,33;16,667;0;0,22;100;0;0;0,22;100;0;0,65;46,67;1,56;47,22;0,48;0,78;0,17;32,19;0,95;0,35;44,76;87,45;17,67;76,04;3,98;95,65;19,18;95,72;36,86;92,97;7,69;60,67;22,23;37,65;0,01;0,17;0,04;0;0,04;100;0,09;6,01;70,5;0,65;66,67;0,17;25;0,26;0,17;7,82;76,8;0;;0;;0;0;0;0;;;2,59;;;0;0;0;0;0;0
Paulão;Cuiabá;Cuiabá;RCB, LCB, CB;36;250000;2022-12-31;26;2082;1;1,73;0;0,07;10,98;59,84;Brazil;Brazil;direito;187;82;sim;7,35;3,46;68,75;4,84;61,61;0,22;0,26;0,65;4,76;5,71;1,04;3;0,13;1;0,04;0,26;0,04;1;0,04;0,07;0;0;14;0,61;35,71;7,143;0;0,13;0;0;0;0,13;0;0,04;0,09;50;0,86;45;0,91;0,69;0,04;23;0,3;0,35;33,8;87,34;14,14;78,29;2,12;95,92;14,78;95,03;27,23;94,92;6,44;57,05;23,85;35,74;0;0,09;0;0;0;0;0;4,88;59,29;0,69;18,75;0,52;8,33;0,17;0,04;7,18;74,7;0;;0;;0;0;0;0;;;1,77;;;0;0;0;0;0;0
Dudu;Atlético GO;Atlético GO;RB;25;1300000;2024-12-31;26;2077;0;0,32;1;1,42;16,94;50,9;Brazil;Brazil;direito;175;75;sim;9,62;8,62;60,3;2,12;48,98;0,04;0,06;0,39;4,38;5,58;1;1;0,04;0;0;2,86;0;0;0;0,01;0;0;9;0,39;22,22;0;0,04;3,38;38,46;0;0;3,38;38,46;0,43;2,47;56,14;4,29;42,42;1,13;1,95;0,61;28,82;3,6;0,82;38,22;79,59;14,08;72,31;4,03;94,62;14,65;83,43;31,2;87,64;3,86;49,44;20,61;32,97;0,06;0,91;0;0;0,43;20;0,43;4,03;66,67;3,73;44,19;0,56;7,69;0,74;1,21;9,19;72,17;0;;0;;0;0;0;0;;;0,48;;;0,26;0;0;0,61;0;0
Lucas Evangelista;Red Bull Bragantino;Red Bull Bragantino;RDMF, RCMF, LDMF;27;3200000;2026-06-30;26;2073;2;4,35;1;0,52;20,62;55,16;Brazil;Brazil;direito;181;79;sim;8,68;6,56;62,91;3,95;51,65;0,26;0,35;0,26;4,3;5,72;1,22;1;0,04;0;0;1,91;0,09;1;0,04;0,19;0;0;35;1,52;22,86;5,714;0,04;0,91;33,33;0,48;18,18;0,43;50;0,04;1,74;67,5;6,16;55,63;1,22;0,74;0,52;27,26;0,61;1,91;38,16;87,37;10,72;78,54;6,16;92,25;14,11;90,46;35,77;89,93;1,48;58,82;16,74;25,85;0,02;0,78;0,04;0;0,22;40;0,13;4,65;81,31;1,52;45,71;0,43;40;0,52;0,3;4,95;77,19;0;;0;;0;0;0;0;;;0,52;;;0;0;0;0;2;50
Dadá Belmonte;Goiás;Goiás;LW, RW, LB;25;500000;2024-05-07;25;2062;2;2,19;4;2,23;22,13;39,84;Brazil;Brazil;direito;166;59;sim;6,63;6,42;50,34;1,57;27,78;0,39;0,46;0,09;3,01;3,53;1,75;7;0,31;0;0;3,23;0,09;2;0,09;0,1;0;0;35;1,53;20;5,714;0,17;2,66;29,51;1,83;30,95;0,83;26,32;0,57;4,1;51,06;10,3;40,25;1,53;2,71;1,05;14,32;1,13;1,88;19,6;71,05;5,98;59,12;3,4;94,87;6,2;73,94;14,88;80,35;2,1;56,25;19,53;34,47;0,1;0,92;0;0;0,35;12,5;0,44;2,4;63,64;2,4;40;0,61;35,71;0,48;0,92;4,02;71,74;0;;0;;0;0;0;0;;;0;;;0,48;0,09;0;0,31;0;0
Jefferson;Atlético GO;Atlético GO;LB;25;500000;2023-12-31;31;2052;1;0,46;1;2,99;13,6;55,48;Brazil;Brazil;esquerdo;176;69;sim;7,72;5,66;55,81;2,37;51,85;0,31;0,41;0,22;4,25;5,73;1,1;2;0,09;0;0;2,37;0,04;1;0,04;0,02;0;0;16;0,7;18,75;6,25;0,04;3,03;44,93;2,98;45,59;0,04;0;0,26;1,05;79,17;2,63;55;0,75;2,19;0,44;36,36;3,95;0,75;47,02;83,77;18,73;78,69;5,31;95,87;16,93;88,08;38,11;89,64;6,14;65,71;21,03;32,61;0,13;0,96;0;0;0,13;33,33;0,53;5,53;70,63;2,94;56,72;0,39;44,44;0,7;1,23;11,05;76,98;0;;0;;0;0;0;0;;;0,31;;;0,04;0;0;0,13;0;0
Lucas Piton;Corinthians;Corinthians;LB;21;6000000;2024-12-31;28;2040;1;0,52;4;1,71;16,5;49,2;Brazil;Brazil, Italy;esquerdo;175;64;sim;8,16;6,97;61,39;3,35;44,74;0,09;0,13;0,09;3,79;5,55;1,85;1;0,04;0;0;2,43;0,04;1;0,04;0,02;0;0;7;0,31;14,29;14,286;0,18;3,84;36,78;3,71;36,9;0,13;33,33;0,31;1,76;45;4,06;41,3;0,93;1,76;1,01;39,35;1,19;0,35;49,32;84,53;17,21;79,49;9,4;95,31;14,56;84,85;41,82;91,88;4,15;52,13;18,24;30,72;0,08;0,75;0,04;0,04;0,35;50;0,44;5,43;69,92;3,18;43,06;0,66;26,67;0,4;1,19;7,9;76,54;0;;0;;0;0;0;0;;;0,35;;;0,18;0;0;0,09;0;0
D. Churín;Atlético GO;Atlético GO;CF;32;500000;2022-12-31;34;2031;6;5,16;1;0,77;25,39;42,93;Argentina;Argentina;direito;187;88;sim;4,39;4,39;53,54;9,7;46,12;0,62;0,88;0,13;1,42;2,02;1,73;5;0,22;0;0;0,97;0,27;6;0,27;0,23;5;0,22;34;1,51;41,18;17,647;0,04;0,66;6,67;0,04;0;0,62;7,14;0;0,66;33,33;6,65;36,67;2,92;0,44;0,04;11,21;1,15;1,42;19,63;72,01;3,94;49,44;5,72;90,7;5,72;72,09;18,43;75;0,58;46,15;15,43;11,72;0,03;0,53;0,13;0;0,58;15,38;0,18;1,73;53,85;1,06;20,83;0,58;15,38;0,53;0,04;2,3;57,69;0;;0;;0;0;0;0;;;0,04;;;0,04;0,04;0;0;0;0
Ayrton Lucas;Flamengo;Flamengo;LB;25;5000000;2026-06-30;23;2021;2;1,3;4;0,81;20,8;54,6;Brazil;Brazil;esquerdo;180;72;sim;9,84;8,82;59,09;1,87;52,38;0,04;0,07;0,27;4,59;6,87;1,47;3;0,13;0;0;3,34;0,09;2;0,09;0,06;0;0;13;0,58;53,85;15,385;0,18;2,45;21,82;2,4;22,22;0,04;0;0,31;4,5;55,45;7,97;51,96;0,94;2,4;0,58;33,18;1,78;1,6;42,66;82,99;14,43;76,23;7,66;93,02;13,27;84,56;36,52;90,37;3,7;50,6;18,95;33,99;0,04;0,53;0,04;0;0,18;0;0,27;5,52;77,42;2,32;32,69;0,22;20;0,45;0,53;8,28;75,81;0;;0;;0;0;0;0;;;0,85;;;0;0;0;0;0;0
Léo Pereira;Flamengo;Flamengo;LCB;26;3500000;2024-12-31;21;2020;0;0,4;0;0,63;12,16;58,24;Brazil;Brazil;esquerdo;189;79;sim;7,49;5,21;59,83;3,43;61,04;0,27;0,42;0,4;4,1;6,45;1,2;5;0,22;0;0;0,58;0;0;0;0,02;0;0;5;0,22;80;0;0;0,36;50;0,36;50;0;0;0,04;0,36;62,5;1,29;51,72;0,4;1,65;0,36;45,94;0,4;0,67;59,39;91,37;20,45;83,44;2,63;91,53;29,94;96,58;53,69;94,69;5,39;61,16;20,54;37,98;0,03;0,22;0;0;0;0;0,13;8,2;80,43;0,4;55,56;0,4;33,33;0,13;0,13;8,06;79,01;0;;0;;0;0;0;0;;;1,43;;;0,04;0;0;0;0;0
I. Pitta;Juventude;Juventude;CF;23;1000000;2025-06-30;26;2016;4;6,34;0;0,54;20;38,32;Paraguay;Paraguay;direito;183;78;sim;1,96;2,43;46,15;4,35;33,33;0;0;0,14;0,84;1,08;1,07;2;0,09;0;0;2,94;0,18;4;0,19;0,3;1;0,05;50;2,34;38;8;0;1,78;23,68;0,98;23,81;0,79;23,53;0,19;3,27;50;9,44;40,1;3,69;1,4;0,75;10,89;2,06;1,36;17,66;73,81;3,08;62,12;5,09;89,91;5,51;70,34;15,14;81,48;0,89;42,11;19,02;22,41;0,03;0,33;0,05;0;0,19;0;0,09;1,64;60;0,98;42,86;0,28;0;0,42;0,37;1,68;58,33;0;;0;;0;0;0;0;;;0;;;0;0;0;0;1;0
Reinaldo;São Paulo;São Paulo;LB, LWB;32;1500000;2022-12-31;31;2008;1;1,51;7;5,54;16,05;50,84;Brazil;Brazil;esquerdo;178;84;sim;6,54;5,6;62,4;1,84;39,02;0,27;0,4;0,13;2,78;4,17;1,08;4;0,18;0;0;3,72;0,04;0;0;0,07;0;0;23;1,03;21,74;4,348;0,31;4,66;33,65;4,62;33,98;0,04;0;0,45;3,18;53,52;5,56;42,74;0,9;1,57;0,67;27,39;2,42;0,72;36,89;76,55;13,89;72,26;4,8;91,59;12,95;77,51;29,67;85,65;2,82;47,62;20,49;34,58;0,25;2,06;0;0,04;0,31;71,43;0,63;6,99;75;4,75;49,06;0,4;33,33;0,85;1,61;11,52;86,77;0;;0;;0;0;0;0;;;0,54;;;0,76;0,13;0;3,32;1;100
Fernando Sobral;Ceará;Ceará;RCMF, RDMF, LCMF;27;2000000;2024-12-10;32;1996;0;1,08;0;1,23;19,25;53,86;Brazil;Brazil;direito;178;70;sim;9,24;8,79;58,97;1,58;51,43;0,63;0,88;0,27;3,43;4,77;1,58;3;0,14;1;0,05;2,16;0;0;0;0,05;0;0;24;1,08;25;0;0;0,99;36,36;0,36;50;0,54;16,67;0,09;2,07;56,52;6,4;49,3;0,36;2,53;1,13;28,68;0,45;1,58;42,34;83,92;13,8;74,18;5,5;93,44;16,68;87,84;36,88;88,51;4,46;56,57;17,88;32,14;0,06;0,72;0;0;0,68;53,33;0,18;7,48;74,7;1,94;46,51;1,04;30,43;0,63;0,41;6,67;82,43;0;;0;;0;0;0;0;;;0,32;;;0;0;0;0;0;0
Camacho;Santos;Santos;LCMF, DMF, RDMF;32;700000;2023-12-31;30;1996;0;0,06;0;0,14;16,5;51,64;Brazil;Brazil;direito;181;73;sim;10,55;9,2;59,8;1,94;41,86;0,54;0,7;0,54;4,51;5,83;1,62;7;0,32;0;0;0,45;0;0;0;0;0;0;4;0,18;25;0;0;0,14;0;0,09;0;0,05;0;0,05;0,72;37,5;3,07;39,71;0,14;0,68;0,09;32,01;0,09;0,27;46,49;90,88;12,08;81,72;6,4;97,18;22,41;94,77;43,96;92,92;2,39;58,49;18,16;26,21;0,01;0,32;0,05;0;0,32;42,86;0;6,22;78,26;0,9;55;0,45;30;0,36;0;5,32;81,36;0;;0;;0;0;0;0;;;0,36;;;0,27;0;0;0,32;0;0
Tinga;Fortaleza;Fortaleza;RCB, RB;29;1200000;2023-12-10;24;1996;0;0,99;1;2,03;17,45;55,81;Brazil;Brazil;direito;179;78;sim;8,48;6,22;63,04;4,96;53,64;0,5;0,67;0,36;4,06;5,5;1,13;1;0,05;0;0;2,16;0;0;0;0,04;0;0;8;0,36;25;0;0,05;1,85;43,9;0,05;100;1,76;43,59;0,05;2,21;55,1;3,2;54,93;0,9;1,58;0,45;28,05;0,81;0,45;39,99;77,45;17,27;67,1;2,66;93,22;15,47;86,3;32,83;83,65;5,41;51,67;19,52;30,23;0,09;0,86;0;0;0,45;10;0,36;8,12;66,11;2,48;47,27;0,86;5,26;0,72;0,72;9,65;74,3;0;;0;;0;0;0;0;;;0,5;;;0,09;0;0;0,05;0;0
Yago Felipe;Fluminense;Fluminense;LCMF, RDMF;27;2500000;2024-12-31;28;1991;2;1,68;0;0,99;18,9;46,65;Brazil;Brazil;direito;172;69;sim;10,13;8,05;52,25;1,85;41,46;0,95;1,33;0,41;4,97;6,96;1,94;5;0,23;0;0;1,45;0,09;2;0,09;0,08;0;0;21;0,95;33,33;9,524;0;0,86;21,05;0,45;20;0,41;22,22;0,09;2,31;35,29;6,96;43,51;0,5;1,22;0,54;27,75;0,54;2,26;37,56;83,87;11,03;70,49;7,23;91,25;11,84;89,31;33,95;88,15;2,8;50;17,23;31,83;0,04;0,41;0;0,05;0,72;18,75;0,09;5,51;75,41;1,94;30,23;1,04;21,74;0,23;0,18;4,88;72,22;0;;0;;0;0;0;0;;;0,32;;;0,23;0,05;100;0,45;0;0
João Gomes;Flamengo;Flamengo;LCMF, LDMF;21;10000000;2025-12-31;30;1990;0;2,03;1;1,39;23,65;53,35;Brazil;Brazil;direito;176;74;sim;10,9;10,36;58,52;1,9;26,19;1,09;1,6;0,18;3,75;5,53;2,17;6;0,27;0;0;2,53;0;0;0;0,09;0;0;22;0,99;31,82;0;0,05;0,72;6,25;0,23;0;0,45;10;0,18;2,89;60,94;8,73;56,48;1,22;1,27;0,36;31,61;0,18;2,17;45,36;86,94;14,47;78,13;8,5;96,28;14,56;90,37;42,11;90,12;2,53;57,14;17,31;30,39;0,06;0,81;0;0,05;0,77;52,94;0,27;7,6;80,36;1,63;52,78;0,77;47,06;0,81;0,09;5,65;73,6;0;;0;;0;0;0;0;;;0,18;;;0;0;0;0,05;0;0
Rodrigo Lindoso;Ceará;Ceará;DMF, RDMF;33;1000000;2022-12-31;26;1983;1;2,29;1;0,6;14,11;52,41;Brazil;Brazil;direito;182;79;sim;9,3;6,35;53,57;2,9;54,69;0,45;0,61;0,59;5,45;7,33;1,27;7;0,32;0;0;0,95;0,05;1;0,05;0,1;0;0;15;0,68;33,33;6,667;0,05;0,45;50;0,09;50;0,36;50;0,05;0,73;56,25;2,22;57,14;0,54;0,59;0,14;33,54;0,32;1,09;47,61;88,94;14,57;83,8;4,27;91,49;22,47;92,53;40,8;91,55;6,35;75;19,55;32,34;0,03;0,36;0;0;0,23;40;0,09;6,22;81,02;0,95;42,86;0,54;41,67;0,32;0,27;7,35;79,63;0;;0;;0;0;0;0;;;0,95;;;0,05;0;0;0;0;0
Rodriguinho;Cuiabá;Cuiabá;CF, AMF;34;600000;2022-12-31;39;1983;4;6,92;2;0,73;22,19;38,65;Brazil;Brazil;direito;177;69;sim;3,77;4,08;54,44;4,72;36,54;0,09;0,11;0;1,45;1,83;0,86;1;0,05;0;0;2,86;0,18;3;0,14;0,31;3;0,14;61;2,77;24,59;6,557;0,09;0,5;45,45;0,32;42,86;0,14;66,67;0;3,54;51,28;10,85;35,56;2,72;1,13;0,41;15,07;1,27;1,45;22,51;81,05;6,9;73,68;3,63;88,75;7,13;83,44;20,74;83,15;1,36;56,67;16,45;20,68;0,03;0,64;0,05;0;0,59;23,08;0,27;3,63;73,75;0,95;47,62;0,64;14,29;0,36;0,14;2,95;75,38;0;;0;;0;0;0;0;;;0;;;0,54;0,09;0;0,5;1;100
Bressan;Avaí;Avaí;RCB;29;750000;2022-11-30;20;1980;0;1,18;0;0,02;11,09;59,02;Brazil;Brazil, Italy;direito;184;79;sim;8,45;4,77;67,62;3,82;52,38;0,36;0,49;0,68;4,86;6,52;1,05;5;0,23;0;0;0,14;0;0;0;0,05;0;0;6;0,27;16,67;0;0;0;0;0;0;0;0;0;0,09;100;0,59;61,54;0,32;0,45;0,05;29,73;0,05;0,36;43,68;89,07;18,5;80,34;1,32;93,1;20,73;96,27;37,27;92,93;6,41;66,67;23,81;39,72;0;0,05;0;0;0;0;0;5,55;70,49;0,23;40;0,23;60;0,14;0;8,91;76,53;0;;0;;0;0;0;0;;;1;;;0;0;0;0;0;0
Raul;Red Bull Bragantino;Red Bull Bragantino;LDMF, LCMF, RDMF;26;2000000;2024-12-31;24;1971;0;0,41;0;0,38;16,67;55,89;Brazil;Brazil;direito;180;73;sim;10,14;7,99;61,71;2,33;50,98;0,46;0,61;0,37;4,75;6,38;1,23;2;0,09;0;0;0,64;0;0;0;0,02;0;0;14;0,64;7,14;0;0;0,09;50;0,05;0;0,05;100;0;0,82;55,56;3,74;54,88;0;0,68;0,18;36,39;0,05;1,87;49,13;87,83;15,53;75,88;5,39;97,46;22,24;93,63;42,37;91,49;6,71;65,31;21,39;41,71;0,02;0,23;0;0;0,14;66,67;0,14;9,04;77,78;1,1;66,67;0,87;47,37;0,73;0;8,36;77,6;0;;0;;0;0;0;0;;;1,51;;;0;0;0;0;0;0
William Pottker;Avaí;Avaí;RW, RWF, RAMF;28;1700000;2024-12-31;24;1970;3;4,88;1;3,75;26,91;35,48;Brazil;Brazil;esquerdo;180;85;sim;5,07;3,93;53,49;3,61;30,38;0,18;0,26;0,14;2,79;4,04;0,82;5;0,23;0;0;4,52;0,14;2;0,09;0,22;1;0,05;36;1,64;41,67;8,333;0,05;2,7;38,98;0,27;16,67;2,42;41,51;0,46;5,85;42,97;15,9;31,03;3,29;3,02;1,46;21,97;1,87;2,01;30,38;79,25;5,98;64,12;9,09;92,96;8,95;76,53;26,45;84,8;1,32;51,72;16,2;27,81;0,17;1,23;0;0;0,59;46,15;0,73;2,15;57,45;2,88;50,79;0,59;38,46;1,1;1,05;3,88;80;0;;0;;0;0;0;0;;;0,09;;;0;0;0;0,41;2;50
Ganso;Fluminense;Fluminense;AMF, CF;32;700000;2023-12-31;25;1968;4;3,46;3;2,25;14,91;40,49;Brazil;Brazil;esquerdo;184;78;sim;4,12;3,57;58,97;1,46;28,13;0;0;0,09;2,01;3,45;0,73;4;0,18;0;0;2,65;0,18;2;0,09;0,16;1;0,05;18;0,82;33,33;22,222;0,14;0,78;47,06;0,37;25;0,41;66,67;0,09;2,33;43,14;7,5;37,8;0,82;0,73;0,18;52,87;1,37;1,55;64,12;89,59;20,58;82,22;11,84;94,59;18,25;93,23;61,83;90,68;1,51;66,67;14,55;27,6;0,1;2,15;0,05;0,14;1,92;52,38;0,59;9,83;84,65;2,97;63,08;1,51;39,39;1,33;0,37;9,6;86,19;0;;0;;0;0;0;0;;;0;;;0,82;0,27;33,33;1,51;2;100
Fágner;Corinthians;Corinthians;RB;33;2000000;2024-12-31;24;1957;0;0,2;2;2,27;16,1;54,29;Brazil;Brazil;direito;168;67;sim;9,61;7,54;65,24;2,25;44,9;0,74;1,03;0,23;3,96;5,51;1,06;5;0,23;1;0,05;2,94;0;0;0;0,01;0;0;9;0,41;11,11;0;0,09;3,13;50;0;0;3,08;50,75;0,18;1,79;58,97;2,99;52,31;0,37;2,07;0,92;49,62;1,84;0,97;60,89;84,97;24,28;77,84;6,16;97,01;20,56;88,59;52,47;90,89;5,38;47,01;18,85;35,82;0,1;1,1;0;0;0,83;33,33;0,41;10,16;74,21;4,37;51,58;1,38;30;0,74;1,47;13,11;81,75;0;;0;;0;0;0;0;;;0,55;;;0,87;0,09;0;0,92;0;0
Jandrei;São Paulo;São Paulo;GK;29;1000000;2023-12-31;20;1938;0;0;0;0,16;0,88;94,74;Brazil;Brazil, Italy;direito;188;88;sim;1,44;0,09;100;0,6;100;0;0;0;1,35;2,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;100;0;0;0;14,63;0,14;0,09;25,96;84,08;14,58;74,52;0;0;11,15;96,67;15,42;97,29;10,5;65,04;35,78;50,23;0,01;0,05;0;0;0;0;0;3,2;53,62;0,23;20;0,33;28,57;0,05;0;7,29;77,71;19;0,88;69;3,2;5;72,46;19,83;0,92;0,83;0,039;0;2,04;0,6;;;;0;0;0
